用户id,用户,评论日期,评论内容
1686290043,我是哈比人2,Mon Jan 23 11:42:42 +0800 2023,没有公平唯有责任
2100986672,chenzy524,Mon Jan 23 08:58:38 +0800 2023,唯有责任
5372651282,再也不做大冤种_,Mon Jan 23 08:42:07 +0800 2023,转发微博
6578248902,心有余悸啦啦啦,Mon Jan 23 01:22:59 +0800 2023,我也[苦涩][苦涩][苦涩][苦涩]
5815297227,PanzerKp_247,Mon Jan 23 00:45:04 +0800 2023,老头子点火前有点把握的，看摄像头看了很久呢。
2262197311,软fufu的奶油蘑菇毛巾卷,Sun Jan 22 23:25:10 +0800 2023,[苦涩][苦涩]哭哭
1352499870,汤圆和包子是好朋友,Sun Jan 22 23:16:34 +0800 2023,越来越想去看小破球了，等我回长沙[允悲]
5510383068,鱼鱼鱼小小丸,Sun Jan 22 22:48:33 +0800 2023,后半段狠狠破大防，，，而且特效真的好牛，，感觉节奏剧情演技都蛮不错的，，全片最喜欢中间有一段旋转的镜头和最好丫丫报数那里，，三个小时没让我觉得有想象中那种特别长，，，除了最后奶茶的作用让我憋的想洗[衰][衰]
1418633042,太白引官军,Sun Jan 22 22:40:21 +0800 2023,可是在我眼里，现在唐飞不算自己人了
2568534741,豆汁儿焦圈儿爆肚儿炒肝儿,Sun Jan 22 21:48:26 +0800 2023,我主要是没看懂“俄罗斯版的，没有保险，有两个扳机”[笑cry]
7484689533,渔唱起三更半夜,Sun Jan 22 21:36:43 +0800 2023,写的太好了，注明出处转发到常去的论坛啦[赞][赞]
6273683174,北方天空下1,Sun Jan 22 21:26:23 +0800 2023,转发微博
6445221377,海的女儿5889,Sun Jan 22 21:24:47 +0800 2023,[心][心][心]
1655350157,saysay刘小茜,Sun Jan 22 21:16:08 +0800 2023,给李雪健老师吹彩虹屁[彩虹屁][彩虹屁][彩虹屁][彩虹屁][彩虹屁][彩虹屁][彩虹屁][彩虹屁]，超级无比巨喜欢剧里的表演，周总理当年万隆会议演讲，大概就是这样的吧[彩虹屁][彩虹屁][彩虹屁][彩虹屁][彩虹屁][彩虹屁][彩虹屁][彩虹屁][彩虹屁]，李雪健老师太优秀了[彩虹屁][彩虹屁][彩虹屁]
2655043895,黄瓜虾仁饺,Sun Jan 22 21:14:43 +0800 2023,在电影院里擦眼泪擦掉半包餐巾纸
3622733531,清清淡淡去火气,Sun Jan 22 21:14:10 +0800 2023,是的，没有一人拯救世界，没有个人英雄主义，看完之后最大的感触就是每一个勇敢的普通人都是英雄
5765595963,与卿望星河,Sun Jan 22 21:11:58 +0800 2023,50岁以上出列的那一段，是让俺哭成狗的一段。流浪地球2讲的故事，不是简单的故事。 
2324625833,麦兜猪猪_2005,Sun Jan 22 21:04:57 +0800 2023,就是这个场景，眼泪忍不住流[苦涩]满面
1682080832,心脏献给厨子殿下,Sun Jan 22 20:57:32 +0800 2023,还没看就决定二刷的人不在乎剧透，现在正在去一刷的路上。白天人爆满不敢去[二哈]
3930138523,罗理徐徐图之,Sun Jan 22 20:34:03 +0800 2023,各美其美，美人之美，美美与共，天下大同。
5654567832,光梧星星,Sun Jan 22 23:09:38 +0800 2023,@柯斗呼呼kedou来 真的绝
1760389403,浮余残生,Sun Jan 22 20:53:03 +0800 2023,这是独属于社会主义的浪漫，切尔诺贝利救援是真实发生的，伟大的共产主义的幽灵，还徘徊在这片天空
2075775021,太阳照常升起LJW,Tue Jan 24 12:17:03 +0800 2023,看完感觉为科幻而科幻 2044年了 歼20垂飞+苏57 无人机大规模异常起飞那么久下边人都等着挨炸 导弹攻击太空电梯还得贴到电梯上 直接炸不好吗 吴老板战狼模式 总之呵呵[裂开]
1929015621,喵小弱,Tue Jan 24 09:58:07 +0800 2023,一切都是有伏笔的，通过刘培强入选前MOSS与他的对话可以看出：MISS会通过对人类相关资料分析，从而得出人类该做出的最佳选择。电影中给了摄像头无数镜头来表示人工智能在时刻分析人类的行为，从而通过强大的算力推演出下一次什么时候该对人类行为进行干预，并发出预警，并用制造危机让人类重回团结
1481041737,孙晓美128,Mon Jan 23 16:48:40 +0800 2023,门型机器人帅的一匹。
7628997156,秦菜浪浪子,Mon Jan 23 11:14:23 +0800 2023,妈的，这才是流浪地球，一些人说，此起彼伏的英雄主义，我都想说，哪来的英雄主义？你看没看呀
7560890841,Yuta不可爱,Mon Jan 23 01:12:46 +0800 2023,图恒宇在死前上传了自己的意识打开了丫丫房间的门真的很震撼
3922131073,嘘-别告诉别人,Mon Jan 23 00:53:42 +0800 2023,人类命运共同体不是说说而已[苦涩]，看完真的感动
3657021900,圈地绕圈,Mon Jan 23 00:14:13 +0800 2023,把我想说的都说出来了！真的是一部好电影！ http://t.cn/A69OB4KF
2388570641,苏琴智C,Mon Jan 23 00:06:30 +0800 2023,流浪地球没有因是国产片而让所有人都说中文，角色们还是说自己的母语，格局就很大！
6071448628,猪米豆荚,Sun Jan 22 23:50:41 +0800 2023,大刘的价值在于中国终于夺回了宇宙层面的叙事权！
7754597663,-紫香乐-,Sun Jan 22 22:51:52 +0800 2023,其实把美国那段也真实  都生死存亡了 还在那玩脏东西背后捅刀子
3632917842,怪女孩gnh,Sun Jan 22 22:14:10 +0800 2023,五十岁以上出列，让我想起了小学时的一篇课文，老斑羚羊为小斑羚羊创造了生路
6155229525,战神8无敌999,Sun Jan 22 21:51:43 +0800 2023,今天刘培强出生了[打call][打call][打call]……没有人从一开始就是高尚的……没有人从一开始就是超级英雄[打call][打call][打call][打call][打call]
1913686905,小_老板,Sun Jan 22 21:22:00 +0800 2023,感谢你，我的嘴替！我也觉得流浪地球拍出了不一样的科幻，很真实，很平凡，让我觉得那些就是真切会发生的事，和我们每个人息息相关！
7523094702,只想自由自在地冲浪可以吗,Sun Jan 22 20:40:24 +0800 2023,比科幻更惊喜的是中国叙事和价值观，而且我很认同。
3130895853,怎么开心就好,Sun Jan 22 20:32:42 +0800 2023,这个世界就是有很多自私的选择，也有更多伟大的抉择，我能理解刘德华演的角色，但是不能理解那些反叛军
1799111702,艾伦格老司机,Mon Jan 30 15:22:16 +0800 2023,转发微博
1401788203,京西的蟑蟀,Mon Jan 30 14:06:39 +0800 2023,说的非常好。
3056806382,朝露幽梦,Mon Jan 30 08:37:25 +0800 2023,当看到那些普通人去 慷慨赴死，滚烫的 珠子止不住。。。。
1655364812,上官伊凌,Sun Jan 29 23:36:50 +0800 2023,点评：此为客观真实评论[心]
1631157420,野韭菜花酱,Sun Jan 29 09:43:27 +0800 2023,就好像现在的好莱坞，永远不可能再拍出“五十岁以上，出列！”
1807803427,ILovecatcat,Sat Jan 28 21:05:12 +0800 2023,五十岁出列哪里我感觉被冒犯到了，特么我刚五十开始领退休金了，么得又要我牺牲
1646937160,大月饼的微博,Sat Jan 28 15:41:22 +0800 2023,J20加速时的音爆云看着过瘾，可惜我就看到一次
1735289993,CatyCaty,Sat Jan 28 15:11:23 +0800 2023,转发微博
3051036444,_道友_请留步_,Sat Jan 28 14:22:22 +0800 2023,还有一句话:唯有责任。我记住
1920201901,何应不归去,Sat Jan 28 01:42:59 +0800 2023,歪个楼，只有沙溢的角色叫沙溢其他都是角色名[并不简单]
5759195831,热热的掌心宠,Fri Jan 27 20:40:58 +0800 2023,流浪地球2值得一看，希望未来可以看到3D版的流浪地球[作揖]
5018692635,ANNI0026,Fri Jan 27 12:27:42 +0800 2023,还有那个指环好像写着made in China
1969357327,Marsqiang,Fri Jan 27 11:37:47 +0800 2023,中国航天员中队 到 五十岁以上人员，出列
7722143837,伊蕾娜12138,Thu Jan 26 23:53:54 +0800 2023,周喊点火是有原因的  周看了一眼监控  监控也转头看了一眼他 他知道moss掌控了全局  所以有自信去下这个决定
7395454849,YtU-,Thu Jan 26 21:14:05 +0800 2023,转发微博
1793642100,须稳稳,Thu Jan 26 20:42:31 +0800 2023,真不错的，大伙儿记得去电影院看看这部电影
7365803085,·阿南_,Thu Jan 26 20:06:32 +0800 2023,@我的印象笔记
6074461706,Eirimaniac,Thu Jan 26 19:27:41 +0800 2023,50岁以上出列本来就个伪命题 搞什么中国式zzzq绑架
1402164543,权记,Thu Jan 26 17:16:33 +0800 2023,有个地方可能还涉及到超越时空，领导收到的两张关键时间照片，是550提供的吗? 应该不可能，它是有份策划一切的元凶之一，感觉应该是未来的已上载到虚拟世界的图恒宇发来的警告
2493399510,YukSin_,Thu Jan 26 17:05:58 +0800 2023,“我们的人，一定能完成任务”[悲伤]这对中国人使命感的信任
6044514236,顼徐栩姁蔷,Thu Jan 26 13:08:11 +0800 2023,看完电影出来以后，久久不能平复。确实想到了星际穿越，但比星际穿越更加宏观，更加壮阔。
7579455132,臭宝杨树林,Thu Jan 26 03:14:05 +0800 2023,阿凡达2要是换成人脸，估计是0分
1769555363,JUNEXLEE,Thu Jan 26 00:34:10 +0800 2023,《人类命运共同体》
5484157806,三分之二理科生,Thu Jan 26 00:30:30 +0800 2023,转发微博
6568282400,锦书洐,Wed Jan 25 21:54:10 +0800 2023,这部电影，任何一个人牺牲的时候我都没哭，唯独“50岁以上，出列”那一段哭惨了，真得被震撼到[泪][泪]
5693785217,天地银行大堂经理,Wed Jan 25 19:30:53 +0800 2023,和所有科幻片比它排第一
1880699812,johnpatlabor,Wed Jan 25 19:03:46 +0800 2023,初六二刷
6810985961,我可真好看呀呀,Wed Jan 25 18:23:07 +0800 2023,还有一个震撼的是 破密钥的时候李雪健老师说 人类把最精密的保密系统用在了互相毁灭上 我真的 绝对的升华 不是尬吹 至少中国格局淋漓尽致 我不是捧种花臭脚的选手 但是真的非常爱这立意
1310496554,瑜942,Wed Jan 25 17:30:37 +0800 2023,看了
1088436660,·工藤新兰·,Wed Jan 25 16:56:15 +0800 2023,小破球冲呀
6144357367,人间小甜瓜yuuuu,Wed Jan 25 14:59:02 +0800 2023,转发微博
2246381917,神探吖布,Wed Jan 25 14:07:14 +0800 2023,说得太好了
6469308168,妮妮CObaby,Wed Jan 25 12:46:11 +0800 2023,[哆啦A梦花心]
2215634663,猫Topcat,Wed Jan 25 09:42:22 +0800 2023,少校不是已经牺牲了吗？
5587883340,Hecate_LIU,Wed Jan 25 03:33:26 +0800 2023,我现在看见网上评价说这部片子脸谱化，我就憋不住笑了，这是我看过的少数几部人设真实的片子了[允悲][允悲][允悲]
2610113613,华叶焜煌,Tue Jan 24 23:21:28 +0800 2023,确实好看。准备二刷。
7365803085,·阿南_,Tue Jan 24 23:04:42 +0800 2023,@我的印象笔记
5017283215,一诚Issei,Tue Jan 24 21:27:29 +0800 2023,我喜欢笨笨[苦涩]，我的机械狗
2993726043,风味可可坚果,Tue Jan 24 21:26:36 +0800 2023,#流浪地球2影评#   http://t.cn/A69lDM7S
6477106963,裴柱现__,Tue Jan 24 20:28:29 +0800 2023,我真的哭死了 好感动
1287975300,陆伊瑶,Tue Jan 24 20:19:23 +0800 2023,中国电影只要好好拍，还是有希望的，看到流泪，加油啊！#流浪地球2#
2540826960,marymayili,Tue Jan 24 19:48:03 +0800 2023,它告诉我们历史是人民创造的，而不是某一个英雄或者伟人
1452836435,正能量女神v,Tue Jan 24 19:40:51 +0800 2023,评的太好了[good]
6509538123,碎糖也甜,Wed Jan 25 04:22:54 +0800 2023,辛苦了导演[老师好][流浪地球2][作揖][作揖][作揖]我也再说一句：我想看流浪地球3，而不是流量地球3[苦涩]别请流量！！！
2587409573,丨黑米哥哥丨,Wed Jan 25 04:57:37 +0800 2023,郭导80分钟的删减后面会考虑全部放出来出特别版吗[苦涩][苦涩]
1794610443,·芝士汪汪仙贝·,Wed Jan 25 04:26:18 +0800 2023,辛苦郭导[泪]记得看我私信，发给你盗版�了务必处理下这对球2很重要
5852564958,名字起了10年终于不重复了,Wed Jan 25 04:43:22 +0800 2023,定价定价太低，这个硬伤太大了，应该最低75块，要么时长压到2个半小时以内，3小时二刷的人都少，票价还这么便宜真不知道你是怎么想的，一点商业头脑都没有
5463844436,吃肉的狮子-,Wed Jan 25 04:42:46 +0800 2023,好好休息，速速睡觉！（排片真的再争取一下吧，大家都看在眼里，都懂）
2457012710,雨辰曲,Wed Jan 25 08:42:44 +0800 2023,满江红的票房超过流浪地球是中国电影的悲哀，文艺界的悲哀。满江红只是一部普通的电影，流浪地球二却抬高了国内整个文艺界的档次。据说流浪地球二30亿票房才能收回成本不知真假。
7744979640,困了也要学数学柚,Wed Jan 25 08:46:56 +0800 2023,求你了 好好休息[单身狗]
1372263062,birdyi,Wed Jan 25 08:32:09 +0800 2023,三如果缺钱可以搞众筹吗？我也想入股[doge][允悲]
5984939295,cowardd__,Wed Jan 25 04:08:55 +0800 2023,身体重要哦[流浪地球2]养足精神一一回复[哇]
5522387632,远鉴字幕组v,Wed Jan 25 04:35:04 +0800 2023,这几天太忙 过几天就去支持郭导[爱你]
1772051957,J·JIA-邓佳佳,Wed Jan 25 05:28:56 +0800 2023,重要的事情说三遍排片排片排片跟上我的亲人家人～[流浪地球2]
3233487852,太阳系的K,Wed Jan 25 04:45:37 +0800 2023,帆心态平和，开放包容，不会居高临下、恃才傲物，虽然他完全具备这种才能。这就是每天熬夜头发依然茂盛的秘诀吗？
1919483402,慎久,Wed Jan 25 06:34:31 +0800 2023,郭导，有个问题想请教一下，为什么流浪地球2里的场景那么科幻，但是里面的手机竟然和当前的一样，难道不应该设计得科幻一点吗？
6576842576,我终将登上王座俯瞰人间,Wed Jan 25 04:08:56 +0800 2023,大半夜我也在为小破球睡不着觉[苦涩]导演你也是嘛[泪]真的好感动啊，缓不过来[泪]
7436808272,小嘛小二浪呦,Wed Jan 25 04:24:50 +0800 2023,好好休息啊导演[泪][泪][泪][泪] 我们还要看球3呢[泪]
6811069465,你好V陸小陸,Wed Jan 25 09:47:11 +0800 2023,定个小目标，30亿起就行[good][good][good]
1872826354,归海_Octantis,Wed Jan 25 04:25:09 +0800 2023,导啊快些休息！！充分休息，小破球才有信心走得更远噢[流浪地球2](来自一个收拾收拾准备睡醒二刷的小观众
6436669966,电影流浪地球,Wed Jan 25 09:56:24 +0800 2023,感谢大家的支持与陪伴，你们的建议与鼓励都收到了，小破球在这里谢谢大家[流浪地球2]，感恩有你们！#电影流浪地球2# 
1292091011,秋月逍遥,Wed Jan 25 08:01:25 +0800 2023,电影下映前…做不到…10刷…我是笨笨…立贴为证…绝不认输…绝不放弃…
6187607446,苏朗Solomon,Wed Jan 25 05:03:17 +0800 2023,不要回答，不要回答，不要回答。先做自己手头的事。这些空闲了慢慢看[坏笑]
7726709818,lengary73901,Wed Jan 25 04:33:56 +0800 2023,救命，郭帆真的好真诚啊，我哭死[泪]
3528731292,丢丢丢灯灯等灯灯凳等灯,Wed Jan 25 04:15:29 +0800 2023,所以导演赶紧去休息，养精蓄锐然后速速拍3[送花花][送花花]
3932198400,#NAME?,Wed Jan 25 07:04:52 +0800 2023,佳作，2比1更好，超出预期
6668762925,尔格_Nazca,Wed Jan 25 10:26:31 +0800 2023,我真的希望流浪地球能取得票房桂冠，它真的值得！咱拉长线，钓大鱼，看过的人真的觉得非常不错，这真的算得上中国科幻题材的top1，在世界也屈指可数，等那一波没啥创新的饭圈片子过去了，咱靠着口碑热情，咱一定逆转未来！时间会说明一切
6144094216,邻家有狼温如玉,Wed Jan 25 05:03:48 +0800 2023,真的很好看，我是今天白天才补了第一部晚上去看了第二部，非常非常好看我看的科幻片不多，就一部多年前看过的阿凡达，比阿凡达好看太多太多太多了，刚刚看了一下豆瓣评分，打一星的都是反对中国电影的[裂开][裂开]真的很好笑打一星的原因是他们的意思是这个电影是中国思想，是中国人拯救世界，无语
